Optimal_Cost,Week_1,Week_2,Week_3,Week_4
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315098.7685635005,8433.0,5781.0,4735.0,6980.0
315018.8243894926,9498.0,4948.0,4832.0,6913.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
315018.8243894926,10435.0,5018.0,5257.0,6888.0
314852.87450389843,10496.0,4671.0,4049.0,7227.0
314474.6547370126,11494.0,4394.0,3266.0,7541.0
314384.5429326983,12492.0,4117.0,2483.0,7855.0
314365.19368427317,13490.0,3840.0,1700.0,8169.0
314365.19368427317,14488.0,3563.0,917.0,8483.0
314365.19368427317,14488.0,3563.0,917.0,8483.0
314365.19368427317,14488.0,3563.0,917.0,8483.0
314365.19368427317,14488.0,3563.0,917.0,8483.0
314365.19368427317,14488.0,3563.0,917.0,8483.0
314365.19368427317,14488.0,3563.0,917.0,8483.0
314359.03529576963,13620.0,3865.0,1570.0,8578.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314359.03529576963,13750.0,3890.0,1440.0,8987.0
314355.6003347851,14201.0,4004.0,2035.0,8830.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14782.0,4143.0,2500.0,9082.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314355.6003347851,14604.0,3848.0,1507.0,9117.0
314289.4051518684,13756.0,3993.0,2693.0,8723.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314289.4051518684,13311.0,3982.0,3351.0,8616.0
314021.2766707594,14022.0,3381.0,2224.0,8650.0
313447.74007486843,14288.0,2769.0,1755.0,8577.0
313136.8710591091,14554.0,2157.0,1286.0,8504.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14820.0,1545.0,817.0,8431.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
313136.8710591091,14973.0,2674.0,1673.0,9010.0
312591.537534449,14426.0,2452.0,1023.0,8377.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14298.0,2747.0,760.0,8250.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14310.0,2978.0,1484.0,8317.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14658.0,2079.0,562.0,8461.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14866.0,2808.0,1012.0,8591.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14960.0,1953.0,966.0,8461.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,14427.0,3078.0,831.0,8285.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,15266.0,2778.0,1009.0,8363.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14522.0,2591.0,446.0,8174.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,14312.0,2728.0,1135.0,8440.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,13880.0,2511.0,894.0,8919.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14678.0,2301.0,407.0,8034.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14690.0,2288.0,1359.0,8387.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14614.0,1836.0,1242.0,8432.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14206.0,2706.0,1182.0,8392.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14769.0,1671.0,689.0,7991.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,14568.0,2208.0,1333.0,8281.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,15006.0,2777.0,1107.0,8429.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14798.0,1957.0,365.0,8521.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14187.0,2385.0,548.0,8155.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14018.0,3107.0,1024.0,8680.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14423.0,2631.0,901.0,9041.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14006.0,2245.0,843.0,8384.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14977.0,2589.0,850.0,7980.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14371.0,2479.0,869.0,8629.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14570.0,1918.0,666.0,7865.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
312591.537534449,14458.0,2690.0,1685.0,7970.0
322020.9756319348,0.0,0.0,0.0,20641.2
318810.0090757117,1207.0,294.0,211.0,20333.0
318802.3807520592,862.0,1501.0,11.0,20627.0
318156.50273753004,517.0,2708.0,305.0,20838.0
318579.5487501625,172.0,3915.0,105.0,21132.0
318579.5487501625,1379.0,3294.0,399.0,21343.0
321447.5824903617,1379.0,3294.0,399.0,21343.0
323780.11646170705,1034.0,4501.0,199.0,21637.0
320384.34585432836,689.0,5708.0,493.0,21848.0
322299.6283468394,344.0,6915.0,293.0,22142.0
321995.9848143356,222.0,6350.0,325.0,22258.0
322549.8182024987,100.0,5785.0,357.0,22374.0
322425.59838233603,132.0,5901.0,947.0,22972.0
321885.8551568348,10.0,5336.0,979.0,23088.0
321885.8551568348,42.0,5452.0,1569.0,23686.0
326404.0460965974,42.0,5452.0,1569.0,23686.0
325715.33401048114,74.0,5568.0,2159.0,24284.0
326321.43751399074,106.0,5684.0,2749.0,24882.0
326620.7754046849,138.0,5800.0,3339.0,25480.0
