Optimal_Cost,Week_1,Week_2,Week_3,Week_4
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7756.0,1823.0,8359.0,17694.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7404.0,1771.0,9078.0,18025.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7849.0,2352.0,8293.0,17443.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7437.0,846.0,8415.0,17951.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7868.0,982.0,8527.0,17807.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320440.26199046616,7779.0,2109.0,8477.0,18333.0
320425.93378996296,7922.0,1814.0,8643.0,17696.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,8155.0,1885.0,8803.0,17686.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7420.0,2053.0,8856.0,17996.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7945.0,1498.0,8172.0,17713.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7967.0,2047.0,8060.0,17959.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7296.0,1690.0,9095.0,17995.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7895.0,1719.0,8578.0,18448.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7824.0,2092.0,8576.0,17820.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,7704.0,1298.0,8215.0,17558.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
320425.93378996296,8451.0,2017.0,8388.0,18299.0
312591.537534449,14426.0,2452.0,1023.0,8377.0
312591.537534449,14431.0,2567.0,809.0,8210.0
314574.7142668386,14431.0,2567.0,809.0,8210.0
314658.59889853536,14436.0,2682.0,595.0,8043.0
315493.0504911294,14441.0,2797.0,381.0,7876.0
315625.60585520806,14446.0,2912.0,167.0,7709.0
314842.21396822995,14451.0,3027.0,0.0,7082.0
315032.7349712602,14456.0,3142.0,22.0,7326.0
315038.2364153687,14461.0,3257.0,44.0,7570.0
315868.44526203733,14466.0,3372.0,66.0,7814.0
315678.34343428916,14553.0,3786.0,364.0,8352.0
316140.5094941375,14640.0,4200.0,662.0,8890.0
317023.9103678325,14727.0,4614.0,71.0,9188.0
317569.29226471356,14814.0,5028.0,369.0,9726.0
318121.34303478897,14901.0,5442.0,667.0,10264.0
319613.7197863456,14988.0,5856.0,76.0,10562.0
320504.84551755525,15075.0,6270.0,374.0,11100.0
320453.5149413176,15162.0,6684.0,672.0,11638.0
321171.67849579576,15249.0,7098.0,81.0,11936.0
321404.553514003,15336.0,7512.0,379.0,12474.0
321602.3532215686,15444.0,7239.0,432.0,12665.0
321602.5432812954,15552.0,6966.0,485.0,12856.0
321536.3309061327,15660.0,6693.0,538.0,13047.0
321247.7576044356,15768.0,6420.0,34.0,13100.0
321395.71118922345,15876.0,6147.0,87.0,13291.0
320840.33229644597,15984.0,5874.0,140.0,13482.0
319628.8004380618,16092.0,5601.0,193.0,13673.0
320250.46723800665,16200.0,5328.0,246.0,13864.0
318843.4952742514,16308.0,5055.0,299.0,14055.0
320372.44692183577,16416.0,4782.0,352.0,14246.0
319756.24262750713,16484.0,5004.0,698.0,14058.0
318035.2428047068,16552.0,5226.0,1044.0,13870.0
318610.9024117059,16620.0,5448.0,1390.0,13682.0
319070.026715313,16688.0,5670.0,1736.0,13494.0
318715.42388439673,16756.0,5892.0,2082.0,13306.0
318715.42388439673,16824.0,6114.0,2428.0,13118.0
319081.9820444382,16824.0,6114.0,2428.0,13118.0
321000.7636252688,16892.0,6336.0,2774.0,12930.0
319468.5429507176,16960.0,6558.0,3120.0,12742.0
319386.0777944311,17028.0,6780.0,3466.0,12554.0
319386.0777944311,17243.0,7188.0,3818.0,12784.0
320353.9911092978,17243.0,7188.0,3818.0,12784.0
320901.54476931,17458.0,7596.0,4170.0,13014.0
321166.1521575335,17673.0,8004.0,4522.0,13244.0
321345.4431535772,17888.0,8412.0,4874.0,13474.0
321480.83086185035,18103.0,8820.0,5226.0,13704.0
322890.0817194943,18318.0,9228.0,5578.0,13934.0
324513.9038922745,18533.0,9636.0,5930.0,14164.0
325115.7693243482,18748.0,10044.0,6282.0,14394.0
325115.7693243482,18963.0,10452.0,6634.0,14624.0
324929.1561838254,19013.0,9737.0,6075.0,14667.0
324929.1561838254,19278.0,9430.0,5868.0,14940.0
325652.5621793849,19278.0,9430.0,5868.0,14940.0
323708.6870773835,19543.0,9123.0,5661.0,15213.0
322575.40212223417,19808.0,8816.0,5454.0,15486.0
322103.5879205091,20073.0,8509.0,5247.0,15759.0
321174.97887608403,20338.0,8202.0,5040.0,16032.0
320979.65827214025,20603.0,7895.0,4833.0,16305.0
321341.9295171372,20868.0,7588.0,4626.0,16578.0
320983.48340736737,21133.0,7281.0,4419.0,16851.0
319821.16635166405,21109.0,7191.0,4692.0,16484.0
319821.16635166405,21085.0,7101.0,4965.0,16117.0
320212.1665344634,21085.0,7101.0,4965.0,16117.0
320180.2259096576,21061.0,7011.0,5238.0,15750.0
321072.8821601089,21037.0,6921.0,5511.0,15383.0
321640.44452729163,21013.0,6831.0,5784.0,15016.0
321891.9483321189,20989.0,6741.0,6057.0,14649.0
322034.1429884119,20965.0,6651.0,6330.0,14282.0
321526.50349664496,20941.0,6561.0,6603.0,13915.0
321326.52039695985,20917.0,6471.0,6876.0,13548.0
321412.76913070463,20728.0,6087.0,7266.0,13806.0
322479.0489724253,20539.0,5703.0,7656.0,14064.0
322479.0489724253,20350.0,5319.0,8046.0,14322.0
322840.97453746886,20350.0,5319.0,8046.0,14322.0
322815.5535471845,20161.0,4935.0,8436.0,14580.0
322385.6621916936,19972.0,4551.0,8826.0,14838.0
322668.68135079934,19783.0,4167.0,9216.0,15096.0
322668.68135079934,19594.0,3783.0,9606.0,15354.0
322668.68135079934,19594.0,3783.0,9606.0,15354.0
322757.80536452413,19594.0,3783.0,9606.0,15354.0
323684.78088292945,19250.0,3883.0,10175.0,14454.0
323445.2106753032,18906.0,3983.0,10744.0,13554.0
323445.2106753032,18562.0,4083.0,11313.0,12654.0
323445.2106753032,18562.0,4083.0,11313.0,12654.0
324129.728017605,18562.0,4083.0,11313.0,12654.0
324662.51526103285,18218.0,4183.0,11882.0,11754.0
324644.3172810121,17874.0,4283.0,12451.0,10854.0
324261.178431779,17530.0,4383.0,13020.0,9954.0
324343.7622635836,17186.0,4483.0,13589.0,9054.0
324343.7622635836,16842.0,4583.0,14158.0,8154.0
324102.19488553365,17147.0,4553.0,13576.0,9257.0
324840.7466505436,17108.0,4623.0,13563.0,9460.0
324913.5136067975,17069.0,4693.0,13550.0,9663.0
325086.47410124535,17030.0,4763.0,13537.0,9866.0
325594.193273894,16991.0,4833.0,13524.0,10069.0
325742.60646159144,16952.0,4903.0,13511.0,10272.0
325742.60646159144,16913.0,4973.0,13498.0,10475.0
325931.6189155184,16913.0,4973.0,13498.0,10475.0
326331.6350727585,16874.0,5043.0,13485.0,10678.0
326331.6350727585,16835.0,5113.0,13472.0,10881.0
324929.4530782449,17627.0,4616.0,13135.0,10085.0
324074.78990336065,18380.0,4189.0,12785.0,9492.0
322848.9872732361,19133.0,3762.0,12435.0,8899.0
321882.003459655,19886.0,3335.0,12085.0,8306.0
321134.6167459258,20639.0,2908.0,11735.0,7713.0
320251.6199162544,21392.0,2481.0,11385.0,7120.0
319734.9047240128,22145.0,2054.0,11035.0,6527.0
319955.7066568737,22898.0,1627.0,10685.0,5934.0
319680.0508840305,23651.0,1200.0,10335.0,5341.0
319680.0508840305,24404.0,773.0,9985.0,4748.0
319100.404963303,24706.0,1763.0,9870.0,5287.0
317750.8356421385,25761.0,2326.0,9405.0,5233.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25296.0,2272.0,8899.0,4519.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
317750.8356421385,25741.0,2839.0,9682.0,4604.0
318649.993744285,25741.0,2839.0,9682.0,4604.0
318649.993744285,25721.0,3352.0,9959.0,3975.0
318649.993744285,25721.0,3352.0,9959.0,3975.0
318649.993744285,25673.0,2688.0,9996.0,4593.0
318910.75125878374,25673.0,2688.0,9996.0,4593.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,25605.0,2537.0,10310.0,4582.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24938.0,2602.0,10545.0,4797.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318910.75125878374,24751.0,3131.0,9736.0,4362.0
318246.059473407,25494.0,3007.0,9844.0,5295.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
318246.059473407,25315.0,3326.0,9692.0,5997.0
317225.7827331005,25320.0,2534.0,9498.0,5561.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,25146.0,2061.0,9152.0,5827.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24665.0,2446.0,9587.0,5408.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,24626.0,2779.0,8939.0,5230.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,25421.0,1773.0,9540.0,5760.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,24902.0,2254.0,10453.0,6087.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25511.0,1439.0,9415.0,5081.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25538.0,3324.0,9519.0,5321.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,25319.0,2540.0,9623.0,5401.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24972.0,2674.0,8995.0,5434.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,24890.0,2581.0,9548.0,6068.0
317225.7827331005,25789.0,2444.0,9531.0,5267.0
317239.42638551793,25789.0,2444.0,9531.0,5267.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25699.0,2477.0,9237.0,5124.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25250.0,2845.0,9438.0,5076.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25776.0,1458.0,8788.0,4948.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25526.0,2365.0,9647.0,5227.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25695.0,2938.0,9704.0,4786.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25477.0,2196.0,9512.0,4580.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25476.0,3397.0,10112.0,4875.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25305.0,2409.0,9974.0,4543.0
317239.42638551793,25665.0,2432.0,9110.0,4946.0
317239.42638551793,25665.0,2432.0,9110.0,4946.0
